arrivalFloor arrivalTime partySize destinationFloor clientID
5 10887 1 3 424
0 10913 1 1 433
7 10940 1 4 427
1 10955 1 7 419
0 10969 1 5 436
6 10989 1 7 429
0 11034 1 5 439
0 11108 1 4 441
5 11126 1 0 435
2 11136 1 4 430
3 11151 1 7 431
7 11153 1 4 437
0 11175 1 5 442
6 11224 1 1 440
0 11233 1 5 447
4 11253 1 7 434
0 11293 1 7 449
0 11347 1 7 451
5 11361 1 1 443
7 11362 1 6 446
0 11409 1 1 452
0 11464 1 1 455
6 11470 1 2 448
1 11476 1 3 438
2 11477 1 4 444
3 11515 1 2 445
0 11527 1 4 456
0 11583 1 2 461
7 11587 1 4 454
5 11608 1 2 453
4 11611 1 1 450
0 11649 1 2 462
0 11708 1 5 466
6 11735 1 7 457
0 11781 1 4 467
7 11831 1 1 463
2 11833 1 5 459
0 11835 1 4 469
5 11864 1 2 464
3 11880 1 2 460
0 11885 1 7 472
0 11932 1 2 475
4 11946 1 7 465
6 11979 1 0 468
0 11993 1 2 476
1 12000 1 4 458
0 12065 1 3 479
7 12074 1 5 470
5 12108 1 0 473
0 12111 1 6 481
0 12174 1 4 484
2 12194 1 0 471
3 12226 1 6 474
0 12228 1 2 485
6 12256 1 3 478
7 12279 1 6 482
0 12292 1 1 488
4 12308 1 2 477
5 12348 1 7 483
0 12349 1 6 491
0 12410 1 5 494
0 12468 1 2 495
1 12511 1 7 480
0 12512 1 5 496
6 12519 1 2 489
7 12523 1 2 490
2 12561 1 5 486
0 12568 1 1 498
5 12580 1 2 493
3 12582 1 2 487
0 12634 1 7 502
4 12671 1 2 492
0 12705 1 5 505
0 12761 1 3 507
7 12766 1 5 500
6 12773 1 4 499
0 12818 1 5 508
5 12823 1 3 503
0 12879 1 5 511
2 12887 1 4 501
0 12939 1 5 513
3 12940 1 6 504
0 13003 1 3 515
7 13019 1 2 509
1 13026 1 7 497
6 13039 1 2 510
0 13060 1 6 517
5 13062 1 0 512
4 13063 1 5 506
0 13114 1 6 521
0 13163 1 2 524
0 13215 1 7 525
7 13247 1 2 518
2 13257 1 5 514
6 13277 1 2 520
0 13289 1 7 526
3 13302 1 2 516
5 13303 1 4 522
0 13338 1 6 530
0 13399 1 6 533
4 13410 1 0 523
0 13460 1 2 534
7 13491 1 0 527
1 13491 1 6 519
0 13519 1 4 536
6 13533 1 5 529
5 13546 1 6 532
0 13571 1 3 539
2 13604 1 3 528
0 13634 1 7 542
3 13666 1 0 531
0 13697 1 4 544
7 13732 1 5 537
0 13746 1 4 546
4 13767 1 6 535
6 13785 1 7 540
5 13806 1 1 541
0 13809 1 5 548
0 13869 1 5 552
0 13914 1 4 553
2 13962 1 6 543
7 13963 1 1 547
0 13979 1 4 554
1 13992 1 6 538
5 14008 1 1 551
6 14031 1 3 550
0 14035 1 3 557
3 14051 1 7 545
0 14086 1 7 561
4 14127 1 6 549
0 14151 1 1 563
7 14174 1 6 556
0 14202 1 6 565
5 14236 1 6 559
0 14254 1 7 567
6 14280 1 5 560
0 14311 1 2 569
2 14315 1 4 555
0 14378 1 7 571
3 14384 1 6 562
7 14431 1 4 566
0 14444 1 3 573
4 14484 1 6 564
5 14488 1 7 568
6 14491 1 7 570
0 14505 1 1 576
1 14513 1 4 558
0 14573 1 3 580
0 14653 1 6 582
2 14655 1 7 572
7 14667 1 3 575
0 14711 1 7 583
5 14726 1 2 578
6 14736 1 1 579
3 14763 1 2 574
0 14770 1 2 586
0 14823 1 3 590
4 14856 1 7 577
0 14880 1 4 591
7 14934 1 1 585
0 14948 1 3 593
5 14975 1 3 587
6 14980 1 5 588
1 14991 1 3 581
2 14998 1 1 584
0 15002 1 1 595
0 15059 1 7 600
0 15104 1 5 601
3 15125 1 2 589
0 15154 1 3 602
7 15163 1 1 594
4 15179 1 1 592
5 15193 1 2 596
0 15209 1 6 604
6 15229 1 2 597
0 15273 1 3 608
0 15331 1 6 610
7 15387 1 4 605
0 15394 1 2 611
2 15411 1 3 599
5 15434 1 6 607
0 15448 1 1 613
6 15483 1 4 609
1 15488 1 5 598
0 15511 1 3 616
3 15522 1 1 603
4 15547 1 6 606
0 15570 1 3 619
0 15634 1 4 622
7 15638 1 1 612
5 15683 1 1 615
0 15695 1 1 623
6 15717 1 4 617
0 15754 1 1 626
2 15791 1 3 614
0 15809 1 5 628
4 15859 1 2 621
7 15870 1 3 624
0 15871 1 5 630
3 15883 1 7 620
0 15924 1 1 633
6 15934 1 1 627
5 15950 1 7 625
1 15996 1 6 618
0 15997 1 6 635
0 16058 1 4 639
7 16109 1 4 632
0 16120 1 4 640
2 16120 1 6 629
6 16162 1 2 636
0 16202 1 2 642
5 16226 1 2 637
4 16231 1 3 631
3 16270 1 4 634
0 16277 1 4 645
0 16338 1 5 649
7 16355 1 5 641
6 16370 1 7 644
0 16406 1 6 650
0 16460 1 3 653
2 16461 1 1 643
5 16474 1 4 646
1 16510 1 5 638
0 16523 1 3 654
4 16578 1 2 647
0 16581 1 3 658
7 16593 1 2 651
3 16603 1 2 648
6 16615 1 3 652
0 16642 1 2 660
0 16689 1 6 664
5 16699 1 2 656
0 16753 1 6 665
2 16806 1 5 655
0 16815 1 2 667
6 16838 1 0 663
7 16847 1 2 661
0 16884 1 1 669
5 16938 1 4 666
4 16943 1 5 659
3 16947 1 5 662
0 16957 1 2 672
0 17024 1 1 676
1 17030 1 3 657
0 17080 1 6 677
7 17082 1 0 671
6 17084 1 7 670
0 17124 1 5 679
5 17160 1 7 673
0 17182 1 6 682
2 17193 1 7 668
0 17257 1 1 684
7 17304 1 4 680
0 17307 1 1 686
3 17308 1 4 675
4 17321 1 0 674
6 17328 1 5 681
0 17357 1 3 688
5 17367 1 2 683
0 17407 1 4 692
0 17468 1 7 694
0 17534 1 1 695
7 17544 1 4 687
2 17546 1 4 685
6 17568 1 7 691
0 17593 1 5 696
1 17602 1 4 678
5 17636 1 0 693
0 17658 1 1 700
4 17679 1 1 690
3 17682 1 4 689
0 17712 1 1 703
6 17781 1 1 699
